Zeit [s],Spannung [mV]
0.011394347246881811,-71.73745
0.011417045149764046,-68.99417
0.01143974305264628,-65.396996
0.011462440955528515,-63.309444
0.01148513885841075,-60.529366
0.011507836761292984,-59.18355
0.011530534664175219,-58.681225
0.011553232567057453,-59.834106
0.011575930469939688,-58.065178
0.011598628372821922,-53.52555
0.011621326275704157,-52.991165
0.011644024178586392,-52.04147
0.011666722081468626,-47.59156
0.01168941998435086,-47.020153
0.011712117887233095,-51.017517
0.01173481579011533,-49.413265
0.011757513692997565,-45.416176
0.011780211595879799,-44.154312
0.011802909498762034,-41.324932
0.011825607401644268,-37.953487
0.011848305304526503,-35.433727
0.01187100320740874,-33.319527
0.011893701110290974,-31.261127
0.011916399013173208,-28.820608
0.011939096916055443,-26.285667
0.011961794818937678,-24.84838
0.011984492721819912,-24.717112
0.012007190624702147,-24.325792
0.012029888527584381,-23.578644
0.012052586430466616,-22.507298
0.01207528433334885,-22.498724
0.012097982236231085,-21.319954
0.01212068013911332,-20.272423
0.012143378041995554,-20.805418
0.012166075944877789,-17.702063
0.012188773847760024,-16.640081
0.012211471750642258,-15.845185
0.012234169653524493,-14.458051
0.012256867556406727,-16.04918
0.012279565459288962,-15.654255
0.012302263362171197,-14.730909
0.012324961265053433,-12.677205
0.012347659167935668,-10.7776
0.012370357070817902,-9.588357
0.012393054973700137,-8.916992
0.012415752876582371,-7.4841576
0.012438450779464606,-7.96053
0.01246114868234684,-10.580166
0.012483846585229075,-9.100676
0.01250654448811131,-10.07392
0.012529242390993544,-9.908142
0.012551940293875779,-8.224892
0.012574638196758013,-9.124191
0.012597336099640248,-8.98053
0.012620034002522483,-6.82853
0.012642731905404717,-5.197696
0.012665429808286952,-8.349115
0.012688127711169186,-8.995032
0.012710825614051421,-8.669929
0.012733523516933656,-8.925159
0.01275622141981589,-6.7681475
0.012778919322698125,-6.8769064
0.012801617225580361,-8.772433
0.012824315128462596,-10.090774
0.01284701303134483,-10.178988
0.012869710934227065,-11.625965
0.0128924088371093,-12.470604
0.012915106739991534,-10.258659
0.012937804642873769,-8.066101
0.012960502545756003,-6.318072
0.012983200448638238,-3.7134204
0.013005898351520473,-3.0198445
0.013028596254402707,-3.7166877
0.013051294157284942,-1.8482174
0.013073992060167176,-0.54096437
0.013096689963049411,0.376687
0.013119387865931646,3.4277494
0.01314208576881388,4.751351
0.013164783671696115,2.452617
0.01318748157457835,2.7209227
0.013210179477460584,5.717331
0.013232877380342819,4.911773
0.013255575283225055,5.000792
0.01327827318610729,6.9856
0.013300971088989524,8.12982
0.013323668991871759,10.236916
0.013346366894753993,10.251399
0.013369064797636228,9.923717
0.013391762700518462,10.866083
0.013414460603400697,11.80958
0.013437158506282932,11.995964
0.013459856409165166,12.085925
0.0134825543120474,13.393253
0.013505252214929635,12.08279
0.01352795011781187,11.498103
0.013550648020694105,12.515102
0.01357334592357634,10.183828
0.013596043826458574,8.285208
0.013618741729340808,9.440407
0.013641439632223043,10.709385
0.013664137535105278,9.543513
0.013686835437987512,8.58301
0.013709533340869747,9.195437
0.013732231243751983,10.127963
0.013754929146634218,11.201741
0.013777627049516452,11.414882
0.013800324952398687,12.98761
0.013823022855280922,12.655203
0.013845720758163156,10.354994
0.01386841866104539,9.623065
0.013891116563927625,8.007785
0.01391381446680986,3.7706122
0.013936512369692095,-1.255865
0.013959210272574329,-2.906217
0.013981908175456564,-3.615676
0.014004606078338798,-4.1152816
0.014027303981221033,-4.073672
0.014050001884103267,-3.0071764
0.014072699786985502,-2.4122362
0.014095397689867737,-4.960518
0.014118095592749971,-7.984465
0.014140793495632206,-7.9343786
0.01416349139851444,-6.9072375
0.014186189301396677,-9.597486
0.014208887204278911,-9.906418
0.014231585107161146,-8.247652
0.01425428301004338,-8.212614
0.014276980912925615,-9.482892
0.01429967881580785,-10.400792
0.014322376718690084,-8.756232
0.014345074621572319,-8.072279
0.014367772524454554,-8.720439
0.014390470427336788,-9.278727
0.014413168330219023,-8.075876
0.014435866233101257,-7.671672
0.014458564135983492,-7.500638
0.014481262038865727,-5.439075
0.014503959941747961,-3.9038837
0.014526657844630196,-2.1385803
0.01454935574751243,-1.101577
0.014572053650394665,0.030046023
0.0145947515532769,1.4709767
0.014617449456159134,2.4806745
0.014640147359041369,3.3780043
0.014662845261923605,3.5785897
0.01468554316480584,4.2477727
0.014708241067688074,4.226793
0.014730938970570309,4.762507
0.014753636873452543,7.523952
0.014776334776334778,9.034461
0.014799032679217013,8.831491
0.014821730582099247,8.150589
0.014844428484981482,8.483702
0.014867126387863716,10.357703
0.014889824290745951,10.3663225
0.014912522193628186,10.921236
0.01493522009651042,11.92396
0.014957917999392655,10.729602
0.01498061590227489,10.564229
0.015003313805157124,11.637588
0.015026011708039359,14.342339
0.015048709610921593,16.312681
0.015071407513803828,16.094625
0.015094105416686062,17.325394
0.015116803319568299,18.570541
0.015139501222450533,18.199944
0.015162199125332768,19.259644
0.015184897028215003,20.372429
0.015207594931097237,19.799803
0.015230292833979472,19.971262
0.015252990736861706,19.251972
0.015275688639743941,20.460867
0.015298386542626176,22.39467
0.01532108444550841,20.970465
0.015343782348390645,20.637371
0.01536648025127288,19.335722
0.015389178154155114,16.201994
0.015411876057037349,13.982361
0.015434573959919583,12.592151
0.015457271862801818,10.8291445
0.015479969765684052,8.838366
0.015502667668566287,8.033061
0.015525365571448521,7.7785907
0.015548063474330756,8.61546
0.01557076137721299,9.304861
0.015593459280095227,9.124088
0.015616157182977462,7.3946276
0.015638855085859694,5.824188
0.01566155298874193,6.69086
0.015684250891624164,6.441084
0.0157069487945064,5.7689185
0.015729646697388633,6.117485
0.01575234460027087,6.1420026
0.015775042503153102,5.8619447
0.01579774040603534,5.109001
0.015820438308917575,4.37108
0.015843136211799808,6.7729177
0.015865834114682044,8.347867
0.015888532017564277,5.7018604
0.015911229920446513,8.330734
0.015933927823328746,12.564085
0.015956625726210982,13.438741
0.015979323629093215,15.978992
0.01600202153197545,18.912718
0.016024719434857684,19.732397
0.01604741733773992,18.585812
0.016070115240622154,19.58712
0.01609281314350439,21.352953
0.016115511046386623,21.39543
0.01613820894926886,20.773043
0.016160906852151092,22.471254
0.016183604755033328,25.48097
0.01620630265791556,25.87956
0.016229000560797797,26.296257
0.01625169846368003,27.047235
0.016274396366562267,27.379333
0.016297094269444503,28.045597
0.016319792172326736,29.311653
0.016342490075208972,30.244324
0.016365187978091205,32.356106
0.01638788588097344,35.234196
0.016410583783855674,36.182297
0.01643328168673791,37.304405
0.016455979589620143,39.963364
0.01647867749250238,42.058636
0.016501375395384613,41.18958
0.01652407329826685,41.33484
0.016546771201149082,42.106686
0.016569469104031318,41.64306
0.01659216700691355,41.25011
0.016614864909795787,40.497173
0.01663756281267802,43.406708
0.016660260715560257,46.306973
0.01668295861844249,45.85471
0.016705656521324726,45.52167
0.01672835442420696,47.16252
0.016751052327089195,47.58379
0.01677375022997143,44.836647
0.016796448132853664,44.78182
0.0168191460357359,45.96372
0.016841843938618133,46.185246
0.01686454184150037,45.695942
0.016887239744382603,46.213596
0.01690993764726484,47.089462
0.01693263555014707,44.42203
0.016955333453029308,42.53955
0.01697803135591154,42.734726
0.017000729258793777,43.846012
0.01702342716167601,44.561424
0.017046125064558246,43.448486
0.01706882296744048,41.903893
0.017091520870322716,41.67004
0.01711421877320495,41.354633
0.017136916676087185,39.96842
0.017159614578969418,41.083496
0.017182312481851654,42.68618
0.01720501038473389,42.473495
0.017227708287616123,41.790718
0.01725040619049836,42.28923
0.017273104093380592,40.52631
0.01729580199626283,37.48612
0.01731849989914506,38.98929
0.017341197802027298,38.813545
0.01736389570490953,37.143654
0.017386593607791767,37.93366
0.017409291510674,40.044624
0.017431989413556236,41.51409
0.01745468731643847,40.6519
0.017477385219320705,40.121788
0.01750008312220294,39.631016
0.017522781025085175,38.238777
0.017545478927967408,36.752193
0.017568176830849644,39.131657
0.017590874733731877,42.994827
0.017613572636614113,43.765686
0.017636270539496346,44.61682
0.017658968442378582,45.64753
0.01768166634526082,46.380222
0.01770436424814305,47.34526
0.017727062151025288,48.425617
0.01774976005390752,48.917175
0.017772457956789757,49.630318
0.01779515585967199,49.61248
0.017817853762554226,49.271008
0.01784055166543646,48.693813
0.017863249568318695,47.01896
0.017885947471200928,49.411343
0.017908645374083165,49.83829
0.017931343276965397,48.742306
0.017954041179847634,52.071774
0.017976739082729867,53.62528
0.017999436985612103,54.899666
0.018022134888494336,54.977318
0.018044832791376572,53.92901
0.018067530694258805,55.091972
0.01809022859714104,55.22532
0.018112926500023274,54.144123
0.01813562440290551,54.10632
0.018158322305787747,54.97672
0.01818102020866998,53.865463
0.018203718111552216,51.205284
0.01822641601443445,49.909554
0.018249113917316685,50.870842
0.018271811820198918,51.247353
0.018294509723081154,50.793617
0.018317207625963387,50.762836
0.018339905528845624,51.343597
0.018362603431727857,52.616776
0.018385301334610093,51.407516
0.018407999237492326,50.62074
0.018430697140374562,51.451653
0.018453395043256795,50.420803
0.01847609294613903,47.26769
0.018498790849021264,45.25496
0.0185214887519035,45.943615
0.018544186654785733,44.75199
0.01856688455766797,43.509514
0.018589582460550202,45.796947
0.01861228036343244,47.57452
0.018634978266314675,46.036205
0.018657676169196908,45.282364
0.018680374072079144,48.13998
0.018703071974961377,50.710503
0.018725769877843614,50.579617
0.018748467780725846,50.420338
0.018771165683608083,51.958916
0.018793863586490316,52.88004
0.018816561489372552,52.36081
0.018839259392254785,52.595062
0.01886195729513702,54.434902
0.018884655198019254,54.652832
0.01890735310090149,54.351803
0.018930051003783723,56.266727
0.01895274890666596,55.65182
0.018975446809548192,55.248417
0.01899814471243043,58.020622
0.01902084261531266,59.003414
0.019043540518194898,58.522243
0.019066238421077134,58.887287
0.019088936323959367,60.355595
0.019111634226841603,59.970264
0.019134332129723836,58.37941
0.019157030032606073,58.900753
0.019179727935488305,59.312164
0.019202425838370542,58.685905
0.019225123741252775,59.086605
0.01924782164413501,61.535954
0.019270519547017244,62.341408
0.01929321744989948,60.774536
0.019315915352781713,61.71876
0.01933861325566395,63.064606
0.019361311158546182,62.32066
0.01938400906142842,62.366455
0.01940670696431065,63.16805
0.019429404867192888,63.84276
0.01945210277007512,63.64125
0.019474800672957357,63.13035
0.01949749857583959,64.24826
0.019520196478721826,64.577515
0.019542894381604062,64.601036
0.019565592284486295,65.81791
0.01958829018736853,66.631485
0.019610988090250765,67.87377
0.019633685993133,68.6407
0.019656383896015234,69.47904
0.01967908179889747,68.67048
0.019701779701779703,65.77473
0.01972447760466194,66.464226
0.019747175507544172,67.442795
0.01976987341042641,67.395485
0.01979257131330864,68.40852
0.019815269216190878,67.881874
0.01983796711907311,65.01344
0.019860665021955347,61.80804
0.01988336292483758,62.24358
0.019906060827719816,63.810913
0.01992875873060205,64.34694
0.019951456633484285,67.09668
0.019974154536366518,70.957924
0.019996852439248754,72.58193
0.02001955034213099,71.46487
0.020042248245013224,71.09845
0.02006494614789546,71.74139
0.020087644050777693,68.8303
0.02011034195365993,66.30412
0.020133039856542162,66.5998
0.0201557377594244,64.83592
0.02017843566230663,62.76042
0.020201133565188868,62.21336
0.0202238314680711,63.50468
0.020246529370953337,65.63717
0.02026922727383557,67.038475
0.020291925176717806,70.22247
0.02031462307960004,74.00435
0.020337320982482275,74.46365
0.020360018885364508,72.09842
0.020382716788246744,70.83403
0.020405414691128977,71.38324
0.020428112594011213,70.81344
0.020450810496893446,68.61484
0.020473508399775683,69.36825
0.02049620630265792,71.061554
0.020518904205540152,68.06241
0.020541602108422388,65.5887
0.02056430001130462,67.37714
0.020586997914186857,67.47626
0.02060969581706909,62.254322
0.020632393719951327,62.31777
0.02065509162283356,65.307945
0.020677789525715796,64.60125
0.02070048742859803,62.62855
0.020723185331480265,56.580574
0.020745883234362498,57.116734
0.020768581137244734,58.63589
0.020791279040126967,56.30049
0.020813976943009203,58.7903
0.020836674845891436,61.418743
0.020859372748773673,60.718533
0.020882070651655905,57.89902
0.020904768554538142,59.885494
0.020927466457420378,62.371174
0.02095016436030261,60.26417
0.020972862263184847,57.401085
0.02099556016606708,57.538345
0.021018258068949316,57.363937
0.02104095597183155,55.03527
0.021063653874713786,57.708202
0.02108635177759602,61.623917
0.021109049680478255,62.676758
0.021131747583360488,60.122356
0.021154445486242724,56.86748
0.021177143389124957,56.745903
0.021199841292007193,56.999157
0.021222539194889426,57.087
0.021245237097771662,57.91884
0.021267935000653895,57.520123
0.02129063290353613,57.70877
0.021313330806418364,60.56522
0.0213360287093006,59.317974
0.021358726612182834,59.66703
0.02138142451506507,63.359642
0.021404122417947306,62.459846
0.02142682032082954,60.49584
0.021449518223711776,59.411438
0.02147221612659401,60.00993
0.021494914029476245,58.485023
0.021517611932358478,56.08435
0.021540309835240714,57.765
0.021563007738122947,57.655766
0.021585705641005183,51.29483
0.021608403543887416,46.878307
0.021631101446769652,47.182472
0.021653799349651885,43.143192
0.02167649725253412,40.403263
0.021699195155416354,42.646877
0.02172189305829859,44.808514
0.021744590961180824,45.3532
0.02176728886406306,45.174355
0.021789986766945293,47.2629
0.02181268466982753,49.5659
0.021835382572709762,48.311726
0.021858080475592,46.026134
0.021880778378474235,48.752163
0.021903476281356467,51.136585
0.021926174184238704,49.13316
0.021948872087120937,46.40486
0.021971569990003173,46.04888
0.021994267892885406,45.559296
0.022016965795767642,42.02804
0.022039663698649875,41.474316
0.02206236160153211,42.056942
0.022085059504414344,43.921635
0.02210775740729658,45.695805
0.022130455310178813,43.2991
0.02215315321306105,41.91941
0.022175851115943283,42.30145
0.02219854901882552,41.97774
0.022221246921707752,40.07373
0.022243944824589988,41.195805
0.02226664272747222,44.182816
0.022289340630354457,43.929497
0.02231203853323669,42.75246
0.022334736436118927,42.056587
0.022357434339001163,40.277916
0.022380132241883396,37.328392
0.022402830144765632,36.667652
0.022425528047647865,37.48098
0.0224482259505301,37.53115
0.022470923853412334,36.898197
0.02249362175629457,36.839233
0.022516319659176803,37.520573
0.02253901756205904,35.13469
0.022561715464941273,33.321655
0.02258441336782351,33.932606
0.02260711127070574,34.15904
0.022629809173587978,33.825653
0.02265250707647021,32.68396
0.022675204979352447,32.85161
0.02269790288223468,32.558174
0.022720600785116916,33.84569
0.02274329868799915,36.048874
0.022765996590881386,34.39471
0.022788694493763622,31.839561
0.022811392396645855,29.509108
0.02283409029952809,27.30744
0.022856788202410324,23.996603
0.02287948610529256,21.270935
0.022902184008174793,20.178785
0.02292488191105703,18.135916
0.022947579813939262,16.615057
0.0229702777168215,16.361223
0.02299297561970373,16.442734
0.023015673522585968,16.401436
0.0230383714254682,16.298885
0.023061069328350437,15.944572
0.02308376723123267,15.308504
0.023106465134114906,16.118353
0.02312916303699714,16.245691
0.023151860939879376,14.269243
0.02317455884276161,14.852077
0.023197256745643845,14.446581
0.023219954648526078,12.149679
